$10,000 Gold?	L’or à 10.000 dollars l’once ?
It assures the three small Baltic countries that the nightmare of occupation by big neighbors (Hitler's Reich and Stalin's USSR), which they endured for half-a-century -- will not be repeated.	Il assure aux trois petits États baltes que le cauchemar de l'occupation par ses voisins les plus imposants (le Reich d'Hitler et l'URSS de Staline), qu'ils endurèrent pendant un demi-siècle, ne se répétera pas.
By putting paid to any revanchist tendencies in Russia concerning the Baltics, Europe is made a safer place, and Russia is helped in its effort to redefine itself as a national state and not an empire.	En mettant au pas tout esprit de revanche en Russie envers les États baltes, l'Europe est rendue plus sûre, et la Russie est soutenue dans son effort pour se redéfinir comme un État national et non comme un empire.
Expansion will also create a better Europe because enlargement widens the territory in which countries are committed to NATO's political values, including individual rights as well as the rights of minorities.	L'expansion permettra aussi de créer une meilleure Europe puisque l'élargissement agrandit le territoire au sein duquel les pays sont engagés dans les valeurs politiques de l'OTAN, y compris les droits de l'homme et le droit des minorités.
Fortunately Russia now seems to grasp the value of this political aspect of NATO-enlargement.	Heureusement, la Russie semble maintenant comprendre la valeur de cet aspect politique de l'élargissement de l'OTAN.
Rightly so: enlargement of NATO is not an "expansion" that threatens Russia or other countries which strive for democratic political reforms.	Et à forte raison : l'élargissement de l'OTAN n'est pas une « expansion » qui menace la Russie ou d'autres pays qui aspirent aux réformes politiques démocratiques.
On the contrary, expansion takes away the worries - be they real or imagined - that surround the situation of the large Russian-speaking populations that now live outside of Russia but within the borders of the former Soviet Union.	Au contraire, l'expansion supprime bien des inquiétudes, qu'elles soient réelles ou imaginaires, qui entourent la situation des importantes populations russophone qui vivent aujourd'hui à l'extérieur de la Russie mais à l'intérieur des frontières de l'ancienne Union soviétique.
The civil rights of the Russian minorities in the Baltics and elsewhere are now enshrined in law, due in no small part to NATO demands.	Les droits civils des minorités russes dans les États baltes et ailleurs sont maintenant gravés dans la lettre de la loi, du fait principalement des exigences de l'OTAN.
Those civil rights initiatives on the part of NATO reflect the increasingly workmanlike way that Russia, Europe, and America now work out their disagreements.	Ces initiatives en faveur des droits civils de la part de l'OTAN reflètent les manières soignées renforcées dont la Russie, l'Europe et les États-Unis font état dans la résolution de leurs différends.
Indeed, enlargement of NATO comes only a few days after a deal was struck between Russia and the EU on the tricky question of access to the Russian enclave of Kaliningrad.	En fait, l'élargissement de l'OTAN se produit quelques jours à peine après la conclusion d'un accord entre la Russie et l'UE sur la question difficile de l'accès à l'enclave russe de Kaliningrad.
This small piece of Russia, with 1 million inhabitants and bordering on the Baltic Sea, is squeezed between Poland and Lithuania, two future members of the EU.	Cette petite part de Russie, avec 1 million d'habitants à la frontière de la mer baltique, est coincée entre la Pologne et la Lituanie, deux futurs membres de l'UE.
This could have incited a complicated situation where Russians were faced with tough visa requirements when travelling between Kaliningrad and Russia proper.	Cela aurait pu créer une situation épineuse où les Russes se seraient trouvés confrontés à des difficultés administratives liées aux visas lors de leurs déplacements entre Kaliningrad et la Russie proprement dite.
A deal was struck between President Putin and the EU that makes access much easier without compromising the status of Lithuania and Poland within the EU-regime.	L'accord signé entre le président Poutine et l'UE rend l'accès plus aisé sans pour autant compromettre le statut de la Lituanie et de la Pologne à l'intérieur du régime européen.
