Go.	Va !
Follow my advice.	Suivez mon conseil.
Follow the rules.	Suivez les règles !
Follow the rules.	Suis les règles !
Food costs money.	La nourriture coûte de l'argent.
For what purpose?	Dans quel but ?
Forget about her.	Oublie-la.
Forget about her.	Oubliez-la.
Gardening is fun.	Jardiner est amusant.
Get away from me.	Lâche-moi !
Get away from me.	Éloigne-toi de moi !
Get away from me.	Éloignez-vous de moi !
Get away from me.	Lâchez-moi !
Get back to work.	Retournez au travail.
Get into the car.	Rentre dans la voiture.
Get on the horse.	Monte le cheval.
Get on the horse.	Montez le cheval.
Get on your bike.	Monte sur ton vélo.
Get on your feet.	Lève-toi !
Get on your feet.	Levez-vous !
Get on your feet.	Mets-toi debout !
Get on your feet.	Mettez-vous debout !
Get out of there.	Sortez de là !
Get out of there.	Sors de là !
Get to the point!	Viens-en au fait !
Get to the point.	Venez-en au fait !
Get to the point.	Viens-en au fait !
Give him a break!	Lâche-le !
Give him a break!	Lâchez-le !
Give me a chance.	Accorde-moi une chance !
Give me a chance.	Accordez-moi une chance !
Give me a hammer.	Donne-moi un marteau.
Give me a hammer.	Donnez-moi un marteau.
Give me a minute.	Donne-moi une minute.
Give me a minute.	Accorde-moi un instant.
Give me a minute.	Donne-moi une minute !
Give me a minute.	Donnez-moi une minute.
Give me a reason.	Donne-moi une raison.
Give me a reason.	Donnez-moi une raison.
Give me a second.	Accorde-moi une seconde !
Give me a second.	Accordez-moi une seconde !
Give me a second.	Donne-moi une seconde !
Give me a second.	Donnez-moi une seconde !
Give me my drink.	Donne-moi mon verre !
Give me my drink.	Donnez-moi mon verre !
Give me the ball.	Donne-moi la balle !
Give me the ball.	Donnez-moi la balle !
Give me the book.	Donne-moi ce livre.
Give me the wine.	Donne-moi le vin.
Give me the wine.	Donnez-moi le vin.
Give me your arm.	Donnez-moi votre bras.
Give me your gun.	Donne-moi ton arme !
Give me your gun.	Donnez-moi votre arme !
Give them to her.	Donne-les-lui.
Give them to him.	Donne-les-lui.
Give us a chance.	Donne-nous une chance.
Give us a chance.	Donnez-nous une chance.
Give us a minute.	Accorde-nous une minute !
Give us a moment.	Donne-nous un moment.
Give us a moment.	Donnez-nous un moment.
Give us a second.	Donne-nous une seconde.
Give us a second.	Donnez-nous une seconde.
Go back to sleep.	Retourne dormir.
Go have some fun.	Va t'amuser.
Go have some fun.	Allez vous amuser !
Go on without me.	Continuez sans moi.
Go on without me.	Continue sans moi.
Go play with Tom.	Va jouer avec Tom.
Go to the barber.	Va chez le Barbier.
Go up the stairs.	Prenez les escaliers.
Go when you want.	Pars quand tu veux.
Go with the flow.	Surfe sur la vague !
Go with the flow.	Surfez sur la vague !
Good luck to you!	Bonne chance !
Good luck to you!	Je te souhaite bonne chance.
Grow up a little.	Grandis un peu.
Grow up a little.	Grandissez un peu.
Hand me a tissue.	Passe-moi un mouchoir.
Hand me a tissue.	Donnez-moi un mouchoir.
Hang on a minute.	Attends une minute.
Hang on a second.	Patientez une seconde.
Have a croissant.	Prends un croissant !
Have a croissant.	Prenez un croissant !
Have a good time.	Amuse-toi bien !
Have a good time.	Passe un bon séjour.
Have a good time.	Amusez-vous bien !
Have a good time.	Passez un bon séjour.
Have a nice time.	Amuse-toi bien !
Have a nice time.	Amusez-vous bien !
Have a nice time.	Passe du bon temps !
Have a nice trip!	Faites un bon voyage !
Have a nice trip!	Faites bon voyage.
Have a nice trip!	Bon voyage !
Have a nice trip!	Bonne route !
Have a nice trip.	Faites un bon voyage !
Have a nice trip.	Faites bon voyage.
Have a nice trip.	Fais bon voyage !
Have a nice trip.	Bon voyage.
Have a safe trip.	Faites un bon voyage !
Have a safe trip.	Bon voyage !
Have a safe trip.	Fais bon voyage !
Have a safe trip.	Faites bon voyage !
Have a safe trip.	Fais un bon voyage !
Have some coffee.	Prends du café !
Have some coffee.	Prenez du café !
Have you decided?	T'es-tu décidé ?
Have you decided?	T'es-tu décidée ?
Have you decided?	Vous êtes-vous décidé ?
Have you decided?	Vous êtes-vous décidée ?
Have you decided?	Vous êtes-vous décidés ?
Have you decided?	Vous êtes-vous décidées ?
Have you met her?	Tu l'as rencontrée ?
Have you met her?	L'as-tu rencontrée ?
Have you ordered?	Avez-vous commandé ?
Have you ordered?	As-tu commandé ?
He ate all of it.	Il a tout mangé.
He became a hobo.	Il est devenu vagabond.
He became famous.	Il est devenu célèbre.
He began running.	Il s'est mis à courir.
He began to sing.	Il commença à chanter.
He blew the deal.	Il a sabordé le contrat.
He broke his arm.	Il s'est cassé le bras.
He broke the law.	Il a enfreint la loi.
He can read well.	Il sait bien lire.
He can swim fast.	Il peut nager vite.
He can swim well.	Il nage bien.
He can't do that.	Il n'arrive pas à faire ça.
He can't do that.	Il n'y arrive pas.
He can't do that.	Il n'arrive pas à le faire.
He can't read it.	Il ne peut le lire.
He can't read it.	Il ne peut la lire.
He caught a cold.	Il a attrapé froid.
He cheated on me.	Il m'a trompé.
He cheated on me.	Il me trompa.
He cheated on me.	Il m'a trompée.
He cleaned it up.	Il le nettoya.
He cleaned it up.	Il la nettoya.
He cleaned it up.	Il l'a nettoyé.
He cleaned it up.	Il l'a nettoyée.
He comes at noon.	Il vient à midi.
He cried for joy.	Il a pleuré de joie.
He died recently.	Il est récemment décédé.
He died suddenly.	Il mourut soudainement.
He doesn't sleep.	Il ne dort pas.
He eats too much.	Il mange trop.
He fed the horse.	Il a nourri le cheval.
He fell backward.	Il tomba en arrière.
He fell backward.	Il tomba à la renverse.
He fixed the net.	Il répara le filet.
He flew to Paris.	Il s'est envolé pour Paris.
He found my bike.	Il a trouvé mon vélo.
He gave a speech.	Il a donné un discours.
He gave it to me.	Il me le donna.
He gave it to me.	Il me l'a donné.
He gave me a hug.	Il m'a enlacée.
He gets up early.	Il se lève tôt.
He got a new job.	Il a décroché un nouveau boulot.
He had few teeth.	Il n'avait presque pas de dents.
He had gray hair.	Il avait des cheveux gris.
He had long hair.	Il avait les cheveux longs.
He has a Picasso.	Il détient un Picasso.
He has a bicycle.	Il a un vélo.
He has been busy.	Il a été occupé.
He has big hands.	Il a de grosses mains.
He has long legs.	Il a de longues jambes.
He has no choice.	Il n'a pas le choix.
He has no hat on.	Il ne porte pas de chapeau.
He has no hat on.	Il est tête nue.
He has no hat on.	Il est découvert.
He has the Joker.	Il dispose d'un joker.
He hates carrots.	Il déteste les carottes.
He hates himself.	Il se déteste.
He hates running.	Il déteste courir.
He hates spiders.	Il déteste les araignées.
He heard a noise.	Il a entendu un bruit.
He heard a noise.	Il entendit un bruit.
He heard a shout.	Il entendit un cri.
He is a kind boy.	C'est un gentil garçon.
He is an acrobat.	Il est acrobate.
He is dead drunk.	Il est ivre mort.
He is distracted.	Il est dans la lune.
He is doing well.	Il va bien.
He is her friend.	Il est son ami.
He is in pajamas.	Il est en pyjama.
He is in trouble.	Il a des soucis.
He is in trouble.	Il a des problèmes.
He is in trouble.	Il a des ennuis.
He is just a kid.	Ce n'est qu'un enfant.
He is my brother.	C'est mon frère.
He is my teacher.	C'est mon professeur.
He is never lazy.	Il n'est jamais paresseux.
He is not stupid.	Il n'est pas idiot.
He is photogenic.	Il est photogénique.
He is still here.	Il est encore ici.
He is very angry.	Il est très en colère.
He is very angry.	Il est fort en colère.
He is very brave.	Il est très courageux.
He is very brave.	Il est fort courageux.
He is very young.	Il est très jeune.
He is well-liked.	Il est bien apprécié.
He isn't at home.	Il n'est pas à la maison.
He isn't married.	Il n'est pas marié.
He isn't perfect.	Il n'est pas parfait.
He just got home.	Il vient juste de rentrer à la maison.
He just got home.	Il vient juste de rentrer chez lui.
He just got home.	Il vient de rentrer à la maison.
He keeps a diary.	Il tient un journal intime.
He kept his word.	Il a tenu parole.
He kept his word.	Il tint parole.
He knows his job.	Il connaît son métier.
He knows my wife.	Il connait ma femme.
He laughed at me.	Il rit de moi.
He laughed at me.	Il a ri de moi.
He laughed at me.	Il me rit au nez.
He laughed at me.	Il m'a ri au nez.
He left after me.	Il est parti après moi.
He left his wife.	Il a quitté sa femme.
He left his wife.	Il a quitté son épouse.
He left just now.	Il vient de partir.
He likes animals.	Il aime les animaux.
He likes fishing.	Il aime pêcher.
He likes hunting.	Il aime chasser.
He likes oranges.	Il aime les oranges.
He likes to hunt.	Il aime chasser.
He looked around.	Il a regardé aux alentours.
He looks healthy.	Il a l'air en bonne santé.
He loves animals.	Il adore les animaux.
He loves singing.	Il adore chanter.
He made me do it.	Il me l'a fait faire.
He made no reply.	Il ne fit pas de réponse.
He made no reply.	Il n'a pas répondu.
He made no reply.	Il ne répondit pas.
He made no reply.	Il n'a pas fait de réponse.
He meant no harm.	Il n'avait pas de mauvaise intention.
He meant no harm.	Il ne pensait pas à mal.
He moves quickly.	Il se meut rapidement.
He must be tired.	Il doit être fatigué.
He must love you.	Il doit t'aimer.
He must not live.	Il ne doit pas vivre.
He needs a towel.	Il lui faut une serviette.
He painted a dog.	Il a peint un chien.
He painted a dog.	Il peignit un chien.
He played tennis.	Il a joué au tennis.
He ran into debt.	Il s'est endetté.
He ratted us out.	Il nous a dénoncés.
He ratted us out.	Il nous a dénoncées.
He remained dumb.	Il est resté silencieux.
He retired at 65.	Il a pris sa retraite à 65 ans.
He saved my life.	Il m'a sauvé la vie.
He scares easily.	Il prend facilement peur.
He shall have it.	Il doit l'avoir !
He shares a room.	Il partage une chambre.
He shut the door.	Il ferma la porte.
He slept all day.	Il a dormi toute la journée.
He slept an hour.	Il a dormi une heure.
He slept an hour.	Il dormit une heure.
He slept soundly.	Il dormait profondément.
He speaks Arabic.	Il parle l'arabe.
He speaks Arabic.	Il parle en arabe.
He speaks French.	Il parle français.
He speaks French.	Il parle le français.
He told everyone.	Il le dit à tout le monde.
He told everyone.	Il l'a dit à tout le monde.
He took his book.	Il a pris son livre.
He took his book.	Il a pris son ouvrage.
He took his time.	Il prit son temps.
He took his time.	Il a pris son temps.
He turned around.	Il tourna autour.
He used his head.	Il a utilisé sa tête.
He used to drink.	Il avait l'habitude de boire.
He wants to come.	Il veut venir.
He was acquitted.	Il fut acquitté.
He was acquitted.	Il a été acquitté.
He was all wrong.	Il avait tout faux.
He was born rich.	Il est né riche.
He was deaf, too.	Il était aussi sourd.
He was impressed.	Il fut impressionné.
He was impressed.	Il a été impressionné.
He was in France.	Il était en France.
He was intrigued.	Il fut intrigué.
He was intrigued.	Il a été intrigué.
He was tenacious.	Il était tenace.
He was very poor.	Il était très pauvre.
He was very poor.	Il était fort pauvre.
He wears glasses.	Il porte des lunettes.
He wears pajamas.	Il porte un pyjama.
He went far away.	Il est parti très loin.
He went shopping.	Il alla faire des courses.
He went shopping.	Il est allé faire des courses.
He went shopping.	Il alla faire des emplettes.
He went shopping.	Il est allé faire des emplettes.
He will be ready.	Il sera prêt.
He won't make it.	Il n'y parviendra pas.
He won't make it.	Il n'y arrivera pas.
He works Sundays.	Il travaille le dimanche.
He writes Arabic.	Il écrit arabe.
He'll understand.	Il comprendra.
He's a bartender.	C'est un tenancier de bar.
He's a bartender.	Il est tenancier de bar.
He's a biologist.	Il est biologiste.
He's a bit drunk.	Il est un peu ivre.
He's a bit naive.	Il est un peu naïf.
He's a bit naive.	Il est un peu niais.
He's a bit tipsy.	Il est un peu éméché.
He's a cat lover.	Il adore les chats.
He's a gentleman.	C'est un gentleman.
He's a good liar.	Il est bon menteur.
He's a grown man.	C'est un adulte.
He's a historian.	Il est historien.
He's a nonsmoker.	Il est non-fumeur.
He's a sophomore.	C'est un étudiant de deuxième année.
He's a sweet guy.	C'est un gentil garçon.
He's about to go.	Il est sur le point de partir.
He's about to go.	Il est sur le point d'y aller.
He's about to go.	Il est sur le point de s'en aller.
He's at her side.	Il est à son côté.
He's at her side.	Il se trouve à son côté.
He's getting old.	Il se fait vieux.
He's got the flu.	Il a la grippe.
He's here for me.	Il est ici pour moi.
He's here for me.	Il est là pour moi.
He's in my class.	Il est dans la même classe que moi.
He's intelligent.	Il est intelligent.
He's just a liar.	Ce n'est qu'un menteur.
He's kind of shy.	Il est assez timide.
He's love struck.	Il a le coup de foudre.
He's new in town.	Il est nouveau en ville.
He's not at home.	Il n'est pas chez lui.
He's not at home.	Il n'est pas à la maison.
He's not like us.	Il n'est pas comme nous.
He's not married.	Il n'est pas marié.
He's not my type.	Il n'est pas mon genre.
He's not perfect.	Il n'est pas parfait.
He's not serious.	Il n'est pas sérieux.
He's open-minded.	Il est ouvert d'esprit.
He's open-minded.	Il a l'esprit ouvert.
He's out of town.	Il n'est pas en ville.
He's out of town.	Il ne se trouve pas en ville.
He's ready to go.	Il est prêt à partir.
He's ready to go.	Il est prêt à y aller.
He's still alive.	Il est encore en vie.
He's still alive.	Il est toujours en vie.
He's such a jerk.	C'est un de ces pauvres types !
He's such a jerk.	C'est un tel pauvre type !
He's unconscious.	Il est inconscient.
He's watching me.	Il m'observe.
He's your father.	Il est ton père.
He's your father.	Il est votre père.
He's your friend.	Il est ton ami.
He's your friend.	Il est votre ami.
He's your friend.	C'est votre ami.
Heaven knows why.	Le ciel le sait pourquoi.
Help me out here.	Aide-moi à sortir de là !
Help me out here.	Aidez-moi à sortir de là !
Help me out here.	Aide-moi à sortir d'ici !
Help me out here.	Aidez-moi à sortir d'ici !
Her hair is long.	Ses cheveux sont longs.
Here is the bill.	Voici la facture.
Here is your bag.	Ton sac est ici.
Here is your bag.	Voici ton sac.
Here is your bag.	Voilà ton sac.
Here is your bag.	Voici ton sac !
Here is your dog.	Ton chien est là.
Here is your dog.	Voici ton chien.
Here is your dog.	Voici votre chien.
Here is your key.	Voici votre clé.
Here's my chance.	Voilà ma chance.
Here's your beer.	Voici ta bière.
Here's your desk.	Voilà votre bureau.
Here's your milk.	Voici votre lait.
Here's your milk.	Voici ton lait.
Here, drink this.	Voici, bois ceci !
Hey, what's this?	Eh, c'est quoi ?
Hey, what's this?	Eh, c'est quoi ça ?
Hey, where's Tom?	Hé, où est Tom ?
Hi! I'm new here.	Salut ! Je suis nouveau, ici.
Hold on a minute.	Attends un peu !
Hold on a minute.	Attendez un peu !
Hold on a minute.	Attends voir !
Hold on a minute.	Attendez voir !
Hold on a minute.	Attends une minute !
Hold on a minute.	Attendez une minute !
Horses eat grass.	Les chevaux mangent de l'herbe.
How about a beer?	Que dis-tu d'une chope ?
How are the kids?	Comment se portent les enfants ?
How cool is this?	Tu trouves pas que c'est bonnard ?
How cool is this?	Vous ne trouvez pas que c'est bonnard ?
How do I do that?	Comment je fais ça ?
How do I do that?	Comment je fais cela ?
How do I do this?	Comment je fais ceci ?
How do you do it?	Comment le fais-tu ?
How does it feel?	Ça fait quoi ?
How does it feel?	Qu'est-ce que ça fait ?
How does it feel?	Que ressent-on ?
How does it feel?	Que ressens-tu ?
How does it feel?	Que ressentez-vous ?
How does it look?	De quoi ça a l'air ?
How does it work?	Comment ça marche ?
How does it work?	Comment ça marche ?
How does it work?	Comment cela fonctionne-t-il ?
How embarrassing!	Comme c'est embarrassant !
How good are you?	Jusqu'à quel point es-tu bon ?
How good are you?	Jusqu'à quel point es-tu bonne ?
How good are you?	Jusqu'à quel point êtes-vous bon ?
How good are you?	Jusqu'à quel point êtes-vous bonne ?
How good are you?	Jusqu'à quel point êtes-vous bons ?
How good are you?	Jusqu'à quel point êtes-vous bonnes ?
How is the salad?	Comment est la salade ?
How is your cold?	Comment va votre rhume ?
How is your wife?	Comment va ta femme ?
How lucky we are!	Quelle chance nous avons !
How much is that?	Combien cela coûte-t-il ?
How much is that?	C'est combien?
How much is this?	Combien ça coûte ?
How much is this?	C'est combien?
How strong he is!	Comme il est fort !
How stupid he is!	Quel imbécile il fait !
How stupid of me!	Comme c'est bête de ma part !
How tall are you?	Combien mesures-tu ?
How tall you are!	Qu'est-ce que tu es grand !
How tall you are!	Comme tu es grand !
How tall you are!	Que tu es grand !
How tall you are!	Que vous êtes grand !
How tall you are!	Que vous êtes grande !
How tall you are!	Que vous êtes grandes !
How tall you are!	Que vous êtes grands !
